사용일자,노선명,역명,승차총승객수,하차총승객수
20251013,6호선,불광,4947,4628
20251013,6호선,독바위,2991,3116
20251013,6호선,연신내,1,0
20251013,6호선,구산,9008,7311
20251013,6호선,새절(신사),14129,13316
20251013,6호선,증산(명지대앞),10055,10029
20251013,6호선,디지털미디어시티,16225,17927
20251013,6호선,월드컵경기장(성산),3979,4102
20251013,6호선,마포구청,16389,15091
20251013,6호선,망원,14925,15763
20251013,6호선,합정,12392,12405
20251013,6호선,상수,10012,10585
20251013,6호선,광흥창(서강),10828,10512
20251013,6호선,대흥(서강대앞),11034,11791
20251013,6호선,공덕,20890,20385
20251013,6호선,효창공원앞,8457,8186
20251013,6호선,삼각지(전쟁기념관),7265,6633
20251013,6호선,녹사평(용산구청),4701,4582
20251013,6호선,이태원,9659,9736
20251013,6호선,한강진,7685,9034
20251013,6호선,버티고개,2437,2359
20251013,6호선,약수,3976,3795
20251013,6호선,청구,4006,3993
20251013,6호선,신당,8389,8866
20251013,6호선,동묘앞,8462,8959
20251013,6호선,창신,4093,3583
20251013,6호선,보문,8768,8561
20251013,6호선,안암(고대병원앞),17097,17361
20251013,6호선,고려대(종암),10672,10444
20251013,6호선,월곡(동덕여대),13954,13603
20251013,6호선,상월곡(한국과학기술연구원),7724,7564
20251013,6호선,돌곶이,13334,12455
20251013,6호선,석계,13658,14302
20251013,6호선,태릉입구,6158,7135
20251013,6호선,화랑대(서울여대입구),13635,11478
20251013,6호선,봉화산(서울의료원),9587,8962
20251013,7호선,장암,3006,975
20251013,7호선,도봉산,10055,11045
20251013,7호선,수락산,13340,13530
20251013,7호선,마들,14639,14335
20251013,7호선,노원,21618,22530
20251013,7호선,중계,16495,15542
20251013,7호선,하계,19828,19014
20251013,7호선,공릉(서울과학기술대),13610,13536
20251013,7호선,태릉입구,9379,8922
20251013,7호선,먹골,11067,11209
20251013,7호선,중화,12013,12026
20251013,7호선,상봉,18135,17321
20251013,7호선,면목,17066,16596
20251013,7호선,사가정,17082,17901
20251013,7호선,용마산(용마폭포공원),6292,6174
20251013,7호선,중곡,12269,11653
20251013,7호선,군자(능동),16245,13323
20251013,7호선,어린이대공원(세종대),19545,20152
20251013,7호선,건대입구,14734,15373
20251013,7호선,자양(뚝섬한강공원),7821,7749
20251013,7호선,청담,20401,22095
20251013,7호선,강남구청,17908,19728
20251013,7호선,학동,26608,27032
20251013,7호선,논현,21022,21707
20251013,7호선,반포,7185,7068
20251013,7호선,고속터미널,17520,15113
20251013,7호선,내방,16805,16814
20251013,7호선,이수,17412,17242
20251013,7호선,남성,12554,12494
20251013,7호선,숭실대입구(살피재),17339,17482
20251013,7호선,상도,14073,14141
20251013,7호선,장승배기,10579,10610
20251013,7호선,신대방삼거리,16573,16201
20251013,7호선,보라매,7249,7611
20251013,7호선,신풍,12933,12452
20251013,7호선,대림(구로구청),9179,9207
20251013,7호선,남구로,17445,18218
20251013,7호선,가산디지털단지,52247,51820
20251013,7호선,철산,24127,24935
20251013,7호선,광명사거리,22183,21987
20251013,7호선,천왕,13598,13316
20251013,7호선,온수(성공회대입구),11761,10842
20251013,8호선,암사역사공원,7375,6461
20251013,8호선,암사,17291,16359
20251013,8호선,천호(풍납토성),18226,20151
20251013,8호선,강동구청,11644,12055
20251013,8호선,몽촌토성(평화의문),7704,7799
20251013,8호선,잠실(송파구청),17968,20381
20251013,8호선,석촌,8983,9962
20251013,8호선,송파,11141,11176
20251013,8호선,가락시장,9267,9992
20251013,8호선,문정,26979,28219
20251013,8호선,장지,18204,17166
20251013,8호선,복정,10564,9262
20251013,8호선,산성,6626,6828
20251013,8호선,남한산성입구(성남법원.검찰청),14686,13987
20251013,8호선,단대오거리,13291,12769
20251013,8호선,신흥,5555,5729
20251013,8호선,수진,6006,5689
20251013,8호선,모란,5178,3781
20251013,8호선,남위례,7831,7698
20251013,9호선,개화,3006,1982
20251013,9호선,김포공항,6454,9603
20251013,9호선,공항시장,3087,3312
20251013,9호선,신방화,7736,7777
20251013,9호선,마곡나루(서울식물원),15787,15129
20251013,9호선,양천향교,12588,13363
20251013,9호선,가양,24121,24148
20251013,9호선,증미,9628,9436
20251013,9호선,등촌,14237,13941
20251013,9호선,염창,19288,18611
20251013,9호선,신목동,5031,4524
20251013,9호선,선유도,10554,9768
20251013,9호선,당산,20029,20002
20251013,9호선,국회의사당,19636,20176
20251013,9호선,여의도,34372,32864
20251013,9호선,샛강,7703,7650
20251013,9호선,노량진,27607,27332
20251013,9호선,노들,5079,4405
20251013,9호선,흑석(중앙대입구),11053,11476
20251013,9호선,동작(현충원),1791,1485
20251013,9호선,구반포,1956,1797
20251013,9호선,신반포,4960,4766
20251013,9호선,고속터미널,13834,17961
20251013,9호선,신논현,30326,30623
20251013,9호선2~3단계,언주,13341,13422
20251013,9호선2~3단계,선정릉,11225,11929
20251013,9호선2~3단계,삼성중앙,9728,9998
20251013,9호선2~3단계,봉은사,21744,22328
20251013,9호선2~3단계,종합운동장,5494,5560
20251013,9호선2~3단계,삼전,9429,9137
20251013,9호선2~3단계,석촌고분,8278,8080
20251013,9호선2~3단계,석촌,9656,8904
20251013,9호선2~3단계,송파나루,6269,6594
20251013,9호선2~3단계,한성백제,3401,3202
20251013,9호선2~3단계,올림픽공원(한국체대),6480,6965
20251013,9호선2~3단계,둔촌오륜,5337,5226
20251013,9호선2~3단계,중앙보훈병원,15527,13420
20251013,경강선,판교,6594,6321
20251013,경강선,이매,1082,1077
20251013,경강선,삼동,2594,2470
20251013,경강선,경기광주,8890,8448
20251013,경강선,초월,4061,3826
20251013,경강선,곤지암,2259,2236
20251013,경강선,신둔도예촌,1633,1427
20251013,경강선,이천,2972,3018
20251013,경강선,부발,2422,2388
20251013,경강선,세종대왕릉,295,290
20251013,경강선,여주,3252,3086
20251013,경강선,성남,1437,1260
20251013,경부선,서울역,9095,3494
20251013,경부선,남영,9782,10742
20251013,경부선,용산,38716,39139
20251013,경부선,노량진,7727,8126
20251013,경부선,대방,11208,12766
20251013,경부선,영등포,37900,38501
20251013,경부선,신도림,3539,3950
20251013,경부선,신길,8971,7983
20251013,경부선,구로,18061,17815
20251013,경부선,가산디지털단지,19400,22951
20251013,경부선,금천구청,11171,11558
20251013,경부선,석수,8886,8235
20251013,경부선,관악,7295,7173
20251013,경부선,안양,27113,26662
20251013,경부선,명학,10281,10234
20251013,경부선,금정,29670,30410
20251013,경부선,군포,7396,7346
20251013,경부선,의왕,9818,10056
20251013,경부선,성균관대,17022,16807
20251013,경부선,화서,10744,10395
20251013,경부선,수원,36378,37728
20251013,경부선,독산,18671,19149
20251013,경부선,세류,3613,3226
20251013,경부선,병점,16795,16610
20251013,경부선,세마,3507,3303
20251013,경부선,오산대,4012,3817
20251013,경부선,오산,10872,10967
20251013,경부선,진위,1823,1669
20251013,경부선,송탄,4404,4319
20251013,경부선,서정리,8242,7923
20251013,경부선,평택지제,4483,4062
20251013,경부선,평택,12724,12958
20251013,경부선,성환,6801,6736
20251013,경부선,직산,1063,953
20251013,경부선,두정,8080,9961
20251013,경부선,천안,7251,6154
20251013,경부선,당정,7054,6715
20251013,경부선,서동탄,1611,1247
20251013,경부선,광명,3777,3194
20251013,경원선,이촌(국립중앙박물관),4088,3328
20251013,경원선,서빙고,2281,2173
20251013,경원선,한남,3816,3776
20251013,경원선,옥수,52,48
20251013,경원선,응봉,1877,1678
20251013,경원선,왕십리(성동구청),16576,16819
20251013,경원선,청량리(서울시립대입구),15424,16523
20251013,경원선,외대앞,12608,13060
20251013,경원선,신이문,8881,8530
20251013,경원선,석계,7351,8425
20251013,경원선,광운대,9941,9557
20251013,경원선,월계,7831,7388
20251013,경원선,녹천,4776,3985
20251013,경원선,창동,1,0
20251013,경원선,방학,10700,10404
20251013,경원선,도봉,6091,5870
20251013,경원선,도봉산,6675,4032
20251013,경원선,망월사,10220,10273
20251013,경원선,회룡,14102,13759
20251013,경원선,의정부,19208,19257
20251013,경원선,가능,6904,6843
20251013,경원선,녹양,4623,4437
20251013,경원선,양주,7637,7326
20251013,경원선,덕계,6699,6149
20251013,경원선,덕정,7697,7299
20251013,경원선,지행,6597,6608
20251013,경원선,동두천중앙,3022,2866
20251013,경원선,보산,1512,1693
20251013,경원선,동두천,2303,2362
20251013,경원선,소요산,1127,1108
20251013,경원선,청산,155,105
20251013,경원선,전곡,1144,914
20251013,경원선,연천,1091,825
20251013,경의선,서울역,3937,5126
20251013,경의선,신촌,1283,1591
20251013,경의선,효창공원앞,3877,4363
20251013,경의선,공덕,4169,3595
20251013,경의선,서강대,2495,2492
20251013,경의선,홍대입구,1673,2095
20251013,경의선,가좌,6519,6357
20251013,경의선,디지털미디어시티,2820,2754
20251013,경의선,수색,3583,3668
20251013,경의선,한국항공대,3786,3597
20251013,경의선,강매,3573,2945
20251013,경의선,행신,8314,8462
20251013,경의선,능곡,4852,4442
20251013,경의선,곡산,618,655
20251013,경의선,백마,7915,7779
20251013,경의선,풍산,6397,6015
20251013,경의선,일산,11642,11409
20251013,경의선,탄현,8156,7800
20251013,경의선,야당,7705,7672
20251013,경의선,운정,7324,6614
20251013,경의선,금릉,4945,4793
20251013,경의선,금촌,6389,6057
20251013,경의선,월롱,2150,2040
20251013,경의선,파주,1598,1255
20251013,경의선,문산,5805,5091
20251013,경의선,임진강,3,2
20251013,경의선,운천,4,3
20251013,경인선,개봉,23610,23910
20251013,경인선,오류동,12040,11536
20251013,경인선,역곡,28291,28332
20251013,경인선,부천,31656,31488
20251013,경인선,송내,27645,27244
20251013,경인선,부평,28371,29229
20251013,경인선,백운,7490,7211
20251013,경인선,동암,15200,15271
20251013,경인선,주안,18607,17173
20251013,경인선,제물포,12213,11878
20251013,경인선,동인천,13251,12159
20251013,경인선,인천,3226,2627
20251013,경인선,구일,7323,7404
20251013,경인선,소사,8251,7843
20251013,경인선,부개,9049,8541
20251013,경인선,간석,6061,5829
20251013,경인선,도원,3395,3471
20251013,경인선,온수(성공회대입구),7051,6646
20251013,경인선,중동,9598,8931
20251013,경인선,도화,4355,3938
20251013,경춘선,신내,3087,2937
20251013,경춘선,갈매,2924,2598
20251013,경춘선,별내,2617,2414
20251013,경춘선,퇴계원,3515,3254
20251013,경춘선,사릉,2325,2204
20251013,경춘선,금곡,1759,1677
20251013,경춘선,평내호평,6831,6585
20251013,경춘선,천마산,1608,1427
20251013,경춘선,마석,4407,4165
20251013,경춘선,대성리,391,338
20251013,경춘선,청평,1707,1501
20251013,경춘선,상천,167,147
20251013,경춘선,가평,1638,1474
20251013,경춘선,굴봉산,88,67
20251013,경춘선,백양리,50,55
20251013,경춘선,강촌,501,478
20251013,경춘선,김유정,244,230
20251013,경춘선,남춘천,2659,2988
20251013,경춘선,춘천,1514,1617
20251013,공항철도 1호선,서울역,12230,11240
20251013,공항철도 1호선,공덕,3098,4036
20251013,공항철도 1호선,홍대입구,12178,11742
20251013,공항철도 1호선,디지털미디어시티,15681,14855
20251013,공항철도 1호선,마곡나루(서울식물원),14991,14033
20251013,공항철도 1호선,김포공항,10681,5523
20251013,공항철도 1호선,계양,9948,9987
20251013,공항철도 1호선,검암,6384,6311
20251013,공항철도 1호선,청라국제도시,7946,7444
20251013,공항철도 1호선,운서,9015,9757
20251013,공항철도 1호선,공항화물청사,2142,2250
20251013,공항철도 1호선,인천공항1터미널,15006,13159
20251013,공항철도 1호선,인천공항2터미널,8742,6978
20251013,공항철도 1호선,영종,4449,4395
20251013,과천선,선바위,8120,7107
20251013,과천선,경마공원,818,779
20251013,과천선,대공원,1305,1358
20251013,과천선,과천,5626,5263
20251013,과천선,정부과천청사,14924,16259
20251013,과천선,인덕원,27358,28375
20251013,과천선,평촌,20387,19678
20251013,과천선,범계,29837,30318
20251013,분당선,선릉,15529,22592
20251013,분당선,한티,16501,18056
20251013,분당선,도곡,8405,8902
20251013,분당선,구룡,3964,3890
20251013,분당선,개포동,4933,5137
20251013,분당선,대모산입구,6534,6342
20251013,분당선,수서,18621,19193
20251013,분당선,수원,7675,7074
20251013,분당선,서울숲,11358,11767
20251013,분당선,압구정로데오,17643,18892
20251013,분당선,강남구청,10542,11982
20251013,분당선,선정릉,8494,8745
20251013,분당선,가천대,14231,14620
20251013,분당선,태평,13559,13261
20251013,분당선,모란,20121,20658
20251013,분당선,야탑,26873,28726
20251013,분당선,서현,24192,23746
20251013,분당선,수내,14199,14406
20251013,분당선,정자,19980,21123
20251013,분당선,미금,16571,17236
20251013,분당선,오리,11920,10336
20251013,분당선,이매,5752,5302
20251013,분당선,보정,2844,2435
20251013,분당선,죽전,14188,16136
20251013,분당선,구성,7868,7818
20251013,분당선,신갈,5277,5104
20251013,분당선,기흥,12078,11470
20251013,분당선,상갈,5470,5125
20251013,분당선,청명,5092,4990
20251013,분당선,영통,9255,9642
20251013,분당선,망포,16650,16019
20251013,분당선,매탄권선,5868,5826
20251013,분당선,수원시청,14357,15371
20251013,분당선,매교,5926,5884
20251013,서해선,김포공항,3132,4450
20251013,서해선,원종,5276,5386
20251013,서해선,부천종합운동장,3242,2754
20251013,수인선,고색,6363,6203
20251013,수인선,오목천,5313,4568
20251013,수인선,어천,1541,1386
20251013,수인선,야목,738,612
20251013,수인선,사리,5403,4721
20251013,수인선,달월,109,56
20251013,수인선,월곶,2907,2675
20251013,수인선,소래포구,4780,4440
20251013,수인선,인천논현,5501,5744
20251013,수인선,호구포,4086,4317
20251013,수인선,남동인더스파크,2604,2914
20251013,수인선,원인재,4367,4635
20251013,수인선,연수,4635,4529
20251013,수인선,송도,2686,2278
20251013,수인선,인하대,8684,8005
20251013,수인선,숭의,4875,4408
20251013,수인선,신포,1743,1711
20251013,수인선,인천,931,1365
20251013,신림선,샛강,3636,4014
20251013,신림선,대방,3383,2780
20251013,신림선,서울지방병무청,3766,4147
20251013,신림선,보라매,5078,4722
20251013,신림선,보라매공원,2666,2927
20251013,신림선,보라매병원,10635,10727
20251013,신림선,당곡,5571,5477
20251013,신림선,신림,2501,3019
20251013,신림선,서원,3949,3595
20251013,신림선,서울대벤처타운,10596,10134
20251013,신림선,관악산(서울대),2901,2835
20251013,안산선,산본,17018,18101
20251013,안산선,대야미,5185,4728
20251013,안산선,반월,4665,4559
20251013,안산선,상록수,16435,16333
20251013,안산선,한대앞,10518,10924
20251013,안산선,중앙,18543,19390
20251013,안산선,고잔,9569,8895
20251013,안산선,초지,5507,5754
20251013,안산선,안산,11970,10773
20251013,안산선,신길온천,2217,1840
20251013,안산선,정왕,10871,11150
20251013,안산선,오이도,7902,7617
20251013,안산선,수리산,4342,3588
20251013,우이신설선,북한산우이,2499,2182
20251013,우이신설선,솔밭공원,2802,2745
20251013,우이신설선,4.19민주묘지,4142,4313
20251013,우이신설선,가오리,4539,4703
20251013,우이신설선,삼양,2616,2777
20251013,우이신설선,삼양사거리,2688,2741
20251013,우이신설선,솔샘,6486,6304
20251013,우이신설선,북한산보국문,6497,6557
20251013,우이신설선,정릉,5235,4806
20251013,우이신설선,성신여대입구(돈암),3878,4056
20251013,우이신설선,보문,1976,1966
20251013,우이신설선,신설동,2745,2539
20251013,일산선,원흥,12017,11675
20251013,일산선,지축,1,0
20251013,일산선,삼송,20687,20052
20251013,일산선,원당,12425,12024
20251013,일산선,화정,17679,18240
20251013,일산선,대곡,11135,9844
20251013,일산선,백석,10483,10853
20251013,일산선,마두,8432,8640
20251013,일산선,정발산,7003,6899
20251013,일산선,주엽,9428,9321
20251013,일산선,대화,11905,9322
20251013,장항선,봉명,1572,1542
20251013,장항선,쌍용(나사렛대),3088,3144
20251013,장항선,아산,4714,4022
20251013,장항선,탕정,2164,1915
20251013,장항선,배방,1223,1200
20251013,장항선,온양온천,4143,4227
20251013,장항선,신창(순천향대),2657,3242
20251013,중앙선,회기,29469,28956
20251013,중앙선,중랑,5741,5637
20251013,중앙선,상봉,5698,5819
20251013,중앙선,망우,7776,7532
20251013,중앙선,양원,3406,3430
20251013,중앙선,구리,8074,8549
20251013,중앙선,도농,10437,9454
20251013,중앙선,양정,511,424
20251013,중앙선,덕소,5688,5531
20251013,중앙선,도심,3067,2368
20251013,중앙선,팔당,548,590
20251013,중앙선,운길산,496,483
20251013,중앙선,양수,1671,1642
20251013,중앙선,신원,141,140
20251013,중앙선,국수,743,697
20251013,중앙선,아신,527,576
20251013,중앙선,오빈,301,302
20251013,중앙선,양평,3442,3409
20251013,중앙선,원덕,398,391
20251013,중앙선,용문,1697,1582
20251013,중앙선,지평,53,57
20251013,1호선,서울역,72103,67296
20251013,1호선,시청,27950,27682
20251013,1호선,종각,43280,42146
20251013,1호선,종로3가,24155,22386
20251013,1호선,종로5가,24536,23774
20251013,1호선,동대문,11407,10825
20251013,1호선,신설동,14820,14570
20251013,1호선,제기동,15435,15573
20251013,1호선,청량리(서울시립대입구),22563,22341
20251013,1호선,동묘앞,7070,7272
20251013,2호선,시청,29704,28521
20251013,2호선,을지로입구,50152,51839
20251013,2호선,을지로3가,26340,25426
20251013,2호선,을지로4가,14865,14280
20251013,2호선,동대문역사문화공원(DDP),13109,14889
20251013,2호선,신당,15047,15553
20251013,2호선,상왕십리,15620,15429
20251013,2호선,왕십리(성동구청),16270,14242
20251013,2호선,한양대,17238,18596
20251013,2호선,뚝섬,24722,26427
20251013,2호선,성수,46668,49292
20251013,2호선,건대입구,34874,35771
20251013,2호선,구의(광진구청),29061,29022
20251013,2호선,강변(동서울터미널),27202,24041
20251013,2호선,잠실나루,16661,16381
20251013,2호선,잠실(송파구청),69469,69786
20251013,2호선,잠실새내,24520,23721
20251013,2호선,종합운동장,8969,10139
20251013,2호선,삼성(무역센터),56806,57652
20251013,2호선,선릉,65365,57662
20251013,2호선,역삼,60852,67876
20251013,2호선,강남,85847,84021
20251013,2호선,교대(법원.검찰청),33811,40271
20251013,2호선,서초,23353,22975
20251013,2호선,방배,20040,20816
20251013,2호선,사당,40387,43695
20251013,2호선,낙성대(강감찬),29134,29054
20251013,2호선,서울대입구(관악구청),49558,48086
20251013,2호선,봉천,26539,25451
20251013,2호선,신림,56663,55819
20251013,2호선,신대방,26028,25135
20251013,2호선,구로디지털단지,62538,62360
20251013,2호선,대림(구로구청),25570,26021
20251013,2호선,신도림,49807,47127
20251013,2호선,문래,25697,26210
20251013,2호선,영등포구청,25745,26577
20251013,2호선,당산,19350,22510
20251013,2호선,합정,29062,31187
20251013,2호선,홍대입구,56646,59298
20251013,2호선,신촌,38941,39585
20251013,2호선,이대,19118,21312
20251013,2호선,아현,12112,11598
20251013,2호선,충정로(경기대입구),11364,12117
20251013,2호선,용답,3189,3315
20251013,2호선,신답,1841,2139
20251013,2호선,신설동,4133,3954
20251013,2호선,도림천,1453,1531
20251013,2호선,양천구청,7261,7921
20251013,2호선,신정네거리,10847,11448
20251013,2호선,용두(동대문구청),2711,2774
20251013,3호선,지축,7948,8205
20251013,3호선,구파발,23394,22453
20251013,3호선,연신내,38274,36368
20251013,3호선,불광,17490,18402
20251013,3호선,녹번,16732,15494
20251013,3호선,홍제,19499,19070
20251014,경인선,개봉,25412,24908
20251014,경부선,용산,37940,38365
20251014,경부선,노량진,8843,8970
20251014,경부선,대방,12003,13686
20251014,경부선,영등포,40340,40681
20251014,경부선,신도림,4258,4677
20251014,경부선,신길,9744,8566
20251014,경부선,구로,18764,18867
20251014,경부선,가산디지털단지,20778,24130
20251014,경부선,금천구청,11938,12276
20251014,경부선,석수,9263,8418
20251014,경부선,관악,7932,7664
20251014,경부선,안양,28824,28407
20251014,경부선,명학,10833,10820
20251014,경부선,금정,31672,32348
20251014,경부선,군포,7819,7743
20251014,경부선,의왕,10938,10798
20251014,경부선,성균관대,17867,17254
20251014,경부선,화서,11577,11330
20251014,경부선,수원,37889,39993
20251014,경부선,독산,19326,19764
20251014,경부선,세류,3794,3477
20251014,경부선,병점,17491,17442
20251014,경부선,세마,3714,3532
20251014,경부선,오산대,4372,4048
20251014,경부선,오산,11464,11458
20251014,경부선,진위,1947,1780
20251014,경부선,송탄,4447,4354
20251014,경부선,서정리,8771,8347
20251014,경부선,평택지제,4428,4220
20251014,경부선,평택,13418,13196
20251014,경부선,성환,7150,6957
20251014,경부선,직산,1145,1095
20251014,경부선,두정,8925,9973
20251014,경부선,천안,7505,6630
20251014,경부선,당정,7540,7116
20251014,경부선,서동탄,1680,1341
20251014,경부선,광명,3806,3202
20251014,경원선,이촌(국립중앙박물관),4537,3541
20251014,경원선,서빙고,2536,2365
20251014,경원선,한남,4077,4034
20251014,경원선,옥수,67,47
20251014,경원선,응봉,2048,1680
20251014,경원선,왕십리(성동구청),17435,17494
20251014,경원선,청량리(서울시립대입구),16073,17073
20251014,경원선,외대앞,12973,12893
20251014,경원선,신이문,9280,8863
20251014,경원선,석계,8157,9157
20251014,경원선,광운대,10081,9663
20251014,경원선,월계,8810,8178
20251014,경원선,녹천,4941,4166
20251014,경원선,창동,4,0
20251014,경원선,방학,11430,11080
20251014,경원선,도봉,6830,6591
20251014,경원선,도봉산,7935,5015
20251014,경원선,망월사,11151,11123
20251014,경원선,회룡,14955,14762
20251014,경원선,의정부,20667,21027
20251014,경원선,가능,7275,7072
20251014,경원선,녹양,5024,4762
20251014,경원선,양주,8522,8219
20251014,경원선,덕계,7510,6929
20251014,경원선,덕정,7824,7396
20251014,경원선,지행,6925,7137
20251014,경원선,동두천중앙,3290,3149
20251014,경원선,보산,1556,1375
20251014,경원선,동두천,2389,2398
20251014,경원선,소요산,1718,1712
20251014,경원선,청산,148,132
20251014,경원선,전곡,1249,1142
20251014,경원선,연천,1140,1054
20251014,경의선,서울역,4016,5308
20251014,경의선,신촌,1314,1572
20251014,경의선,효창공원앞,4004,4386
20251014,경의선,공덕,4323,3738
20251014,경의선,서강대,2660,2589
20251014,경의선,홍대입구,2084,2284
20251014,경의선,가좌,6843,6708
20251014,경의선,디지털미디어시티,2953,2954
20251014,경의선,수색,3772,3870
20251014,경의선,한국항공대,4135,3880
20251014,경의선,강매,3859,3265
20251014,경의선,행신,8472,8621
20251014,경의선,능곡,5232,4834
20251014,경의선,곡산,783,805
20251014,경의선,백마,8399,8369
20251014,경의선,풍산,7088,6751
20251014,경의선,탄현,8477,8139
20251014,경의선,야당,8245,8279
20251014,경의선,운정,7796,7210
20251014,경의선,금릉,5481,5433
20251014,경의선,금촌,6969,6696
20251014,경의선,월롱,2554,2282
20251014,경의선,파주,1718,1391
20251014,경의선,문산,6208,5849
20251014,경의선,임진강,11,2
20251014,경의선,운천,3,1
20251014,경의선,검암,1,0
20251014,경인선,오류동,12851,11908
20251014,경인선,역곡,29634,29582
20251014,경인선,부천,33341,33043
20251014,경인선,송내,29212,28755
20251014,경인선,부평,29814,30877
20251014,경인선,백운,7818,7656
20251014,경인선,동암,16387,16490
20251014,경인선,주안,19773,18058
20251014,경인선,제물포,12747,12242
20251014,경인선,동인천,14388,13464
20251014,경인선,인천,3777,3130
20251014,경인선,구일,8093,8005
20251014,경인선,소사,8828,8346
20251014,경인선,부개,9637,9081
20251014,경인선,간석,6348,6120
20251014,경인선,도원,3623,3804
20251014,경인선,온수(성공회대입구),7520,7048
20251014,경인선,중동,10219,9469
20251014,경인선,도화,4681,4251
20251014,경춘선,신내,3342,3161
20251014,경춘선,갈매,3063,2721
20251014,경춘선,별내,2821,2601
20251014,경춘선,퇴계원,3742,3443
20251014,경춘선,사릉,2451,2443
20251014,경춘선,금곡,1905,1884
20251014,경춘선,평내호평,7465,7328
20251014,경춘선,천마산,1778,1647
20251014,경춘선,마석,4482,4321
20251014,경춘선,대성리,494,426
20251014,경춘선,청평,1699,1709
20251014,경춘선,상천,294,257
20251014,경춘선,가평,1872,1873
20251014,경춘선,굴봉산,97,100
20251014,경춘선,백양리,77,77
20251014,경춘선,강촌,490,548
20251014,경춘선,김유정,347,333
20251014,경춘선,남춘천,2597,2630
20251014,경춘선,춘천,1725,1557
20251014,공항철도 1호선,서울역,11846,10299
20251014,공항철도 1호선,공덕,3325,4345
20251014,공항철도 1호선,홍대입구,12777,12468
20251014,공항철도 1호선,디지털미디어시티,16406,15451
20251014,공항철도 1호선,마곡나루(서울식물원),16194,15251
20251014,공항철도 1호선,김포공항,10825,5452
20251014,공항철도 1호선,계양,10563,10534
20251014,공항철도 1호선,검암,6741,6945
20251014,공항철도 1호선,청라국제도시,8121,7755
20251014,공항철도 1호선,운서,9655,10337
20251014,공항철도 1호선,공항화물청사,2245,2472
20251014,공항철도 1호선,인천공항1터미널,14481,11113
20251014,공항철도 1호선,인천공항2터미널,8463,5993
20251014,공항철도 1호선,영종,4604,4653
20251014,과천선,선바위,8687,7521
20251014,과천선,경마공원,1845,1811
20251014,과천선,대공원,3457,3504
20251014,과천선,과천,5923,5491
20251014,과천선,정부과천청사,15077,16299
20251014,과천선,인덕원,29111,29864
20251014,과천선,평촌,21328,20602
20251014,과천선,범계,31357,31513
20251014,분당선,선릉,15515,22839
20251014,분당선,한티,16763,18252
20251014,분당선,도곡,8749,9053
20251014,분당선,구룡,4287,4255
20251014,분당선,개포동,5084,5333
20251014,분당선,대모산입구,6681,6313
20251014,분당선,수서,18837,19769
20251014,분당선,수원,8147,7539
20251014,분당선,서울숲,12497,12700
20251014,분당선,압구정로데오,19523,21266
20251014,분당선,강남구청,11040,12918
20251014,분당선,선정릉,8806,9126
20251014,분당선,가천대,14843,14882
20251014,분당선,태평,14551,14173
20251014,분당선,모란,25787,26938
20251014,분당선,야탑,28307,30133
20251014,분당선,서현,25251,24192
20251014,분당선,수내,14855,15111
20251014,분당선,정자,20917,22162
20251014,분당선,미금,17280,18027
20251014,분당선,오리,12679,10924
20251014,분당선,이매,6089,5672
20251014,분당선,보정,2849,2497
20251014,분당선,죽전,15310,17150
20251014,분당선,구성,8269,8237
20251014,분당선,신갈,5393,5324
20251014,분당선,기흥,12543,11748
20251014,분당선,상갈,5807,5328
20251014,분당선,청명,5288,5080
20251014,분당선,영통,9711,10067
20251014,분당선,망포,17096,16492
20251014,분당선,매탄권선,6375,6183
20251014,분당선,수원시청,15156,16291
20251014,분당선,매교,6181,6198
20251014,서해선,김포공항,3370,4674
20251014,서해선,원종,5662,5647
20251014,서해선,부천종합운동장,3452,2867
20251014,수인선,고색,6809,6549
20251014,수인선,오목천,5691,4903
20251014,수인선,어천,1615,1496
20251014,수인선,야목,787,783
20251014,수인선,사리,5904,5174
20251014,수인선,달월,116,82
20251014,수인선,월곶,3173,2809
20251014,수인선,소래포구,5561,5203
20251014,수인선,인천논현,5903,6262
20251014,수인선,호구포,4352,4433
20251014,수인선,남동인더스파크,2678,3000
20251014,수인선,원인재,4863,5020
20251014,수인선,연수,4934,4874
20251014,수인선,송도,2954,2596
20251014,수인선,인하대,9122,8528
20251014,수인선,숭의,4996,4653
20251014,수인선,신포,2058,2060
20251014,수인선,인천,1020,1482
20251014,신림선,샛강,3657,4017
20251014,신림선,대방,3675,2892
20251014,신림선,서울지방병무청,3659,4069
20251014,신림선,보라매,5373,4678
20251014,신림선,보라매공원,2986,3297
20251014,신림선,보라매병원,10580,11005
20251014,신림선,당곡,5693,5465
20251014,신림선,신림,2521,3011
20251014,신림선,서원,4108,3547
20251014,신림선,서울대벤처타운,11259,10267
20251014,신림선,관악산(서울대),3573,3456
20251014,안산선,산본,18013,19171
20251014,안산선,대야미,5611,5027
20251014,안산선,반월,4917,4826
20251014,안산선,상록수,17283,17346
20251014,안산선,한대앞,11263,11569
20251014,안산선,중앙,19822,20649
20251014,안산선,고잔,10095,9621
20251014,안산선,초지,5935,6180
20251014,안산선,안산,12595,11262
20251014,안산선,신길온천,2282,2030
20251014,안산선,정왕,11571,11629
20251014,안산선,오이도,8392,8346
20251014,안산선,수리산,4720,3845
20251014,우이신설선,북한산우이,3066,2759
20251014,우이신설선,솔밭공원,2950,2985
20251014,우이신설선,4.19민주묘지,4809,4723
